"Column Name","Label"
"S1702_C03_023E","Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_023M","Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_023MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_023EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C03_024E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_024EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_024M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_024MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C03_025E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_025EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_025M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_025MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C03_026E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_026EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_026M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_026MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C03_027E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_027EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_027M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_027MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C03_028E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_028EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_028M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_028MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C03_029E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_029EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_029M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_029MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C03_030E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_030EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_030M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_030MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C03_031E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_031EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_031M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_031MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C03_032E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_032EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_032M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_032MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C03_033E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_033M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_033MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_033EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C03_034E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_034M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_034MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_034EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C03_035E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_035M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_035MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_035EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C03_036E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_036EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_036M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_036MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C03_037E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_037EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_037M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_037MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C03_038E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_038EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_038M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_038MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C03_039E","Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_039EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_039M","Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_039MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C03_040E","Estimate!!Married-couple families!!Total!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_040EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_040M","Margin of Error!!Married-couple families!!Total MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_040MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C03_041E","Estimate!!Married-couple families!!Total!!Families!!TENURE!!Owner occupied"
"S1702_C03_041EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!TENURE!!Owner occupied"
"S1702_C03_041M","Margin of Error!!Married-couple families!!Total MOE!!Families!!TENURE!!Owner occupied"
"S1702_C03_041MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!TENURE!!Owner occupied"
"S1702_C03_042E","Estimate!!Married-couple families!!Total!!Families!!TENURE!!Renter Occupied"
"S1702_C03_042EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!TENURE!!Renter Occupied"
"S1702_C03_042M","Margin of Error!!Married-couple families!!Total MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C03_042MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C03_043E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_043EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_043M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_043MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C03_044E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_044M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_044MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_044EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C03_045E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_045M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_045MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_045EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C03_046E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_046M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_046MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_046EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C03_047E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_047EA","Annotation of Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_047M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_047MA","Annotation of Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C03_048E","Estimate!!Married-couple families!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C03_048M","Margin of Error!!Married-couple families!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
